label,url_count,url_count_pct
political,9776,35.43441226575809
fake,7081,25.666026314835623
conspiracy,3512,12.729711116749428
bias,2793,10.123599985501468
clickbait,1238,4.487295661314292
junksci,993,3.5992605748667943
,990,3.58838667584907
unreliable,437,1.5839646235818623
unknown,354,1.2831200840914858
reliable,178,0.645184675051651
satire,99,0.358838667584907
hate,81,0.2935952734785603
rumor,57,0.20660408133676467
